MSSubClass,MSZoning,Neighborhood,OverallQual,YearRemodAdd,RoofStyle,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,SaleCondition
80,3,8,6,16,2,3,4,4,1,7.171656822768514,7.171656822768514,0,2,0,1,4,2,1,2,3
20,3,8,5,53,0,2,1,2,1,7.1808311990445555,7.1808311990445555,1,1,0,1,4,2,1,2,3
60,3,13,7,7,0,3,1,4,1,6.912742820493176,7.736743682453495,0,2,1,3,5,3,2,2,3
60,4,18,6,5,0,3,1,4,1,6.761572768804055,7.454719949364001,0,2,0,1,4,2,2,2,3
20,3,14,7,3,0,3,1,4,1,7.38025578842646,7.38025578842646,1,2,1,4,4,2,2,2,0
60,3,14,7,7,0,3,1,4,1,6.870053411798126,7.491087593534876,0,2,1,3,4,2,2,2,3
20,1,4,5,52,0,0,0,3,1,6.782192056006791,6.782192056006791,0,1,0,1,2,1,1,2,3
80,3,8,6,47,0,2,4,2,1,7.231287004327616,7.231287004327616,1,1,1,3,4,1,2,2,3
60,3,14,8,0,0,4,1,4,1,7.301147805856032,7.853216388156072,0,3,1,4,5,3,3,2,4
80,3,6,6,11,0,3,3,2,1,7.10002716662926,7.10002716662926,1,1,1,3,4,1,2,2,3
50,1,4,5,9,0,2,1,2,1,6.8308742346461795,7.182352111885263,1,1,0,1,2,1,2,2,3
30,1,4,5,4,0,1,1,3,0,6.638567789166521,6.638567789166521,0,1,0,1,2,1,2,0,3
20,3,12,6,27,0,3,1,2,1,7.259819610363186,7.259819610363186,0,2,1,3,4,3,2,2,3
60,3,13,6,9,0,3,3,3,1,6.687108607866515,7.32052696227274,1,1,1,3,4,3,2,2,3
75,3,7,5,11,0,2,1,4,1,6.9584483932976555,7.692569648067906,0,2,1,4,2,1,1,2,3
30,1,0,5,53,0,2,1,4,1,6.656726524178391,6.656726524178391,0,1,1,4,2,3,1,2,3
20,3,5,6,31,2,2,1,2,1,7.014814351275545,7.014814351275545,1,1,1,2,4,2,1,2,3
60,4,18,8,0,0,3,2,3,1,6.9985096422506015,7.569927655242652,0,2,1,4,4,2,3,2,4
20,3,17,7,3,1,3,4,4,1,7.217443431696533,7.217443431696533,1,1,2,3,4,1,2,2,3
60,3,22,8,3,0,3,1,4,1,7.059617628291383,7.727535110475448,0,2,1,4,4,3,3,2,3
20,3,8,6,21,2,2,1,3,1,7.397561535524052,7.397561535524052,1,1,1,4,4,2,1,2,3
20,3,9,5,25,0,2,4,2,1,6.704414354964107,6.704414354964107,0,1,0,1,4,1,1,2,3
50,3,3,7,2,0,2,1,3,0,6.858565034791365,7.344719054149673,0,3,0,1,2,1,2,2,3
20,3,9,7,7,0,4,1,4,1,7.352441100243583,7.352441100243583,0,2,0,1,4,3,2,2,3
20,3,13,4,59,0,2,1,4,1,6.761572768804055,6.761572768804055,0,1,0,1,2,1,2,2,3
20,3,21,9,0,0,4,4,4,1,7.659642954564682,7.659642954564682,0,3,1,5,4,3,3,2,4
60,3,17,7,31,2,3,1,4,1,7.052721049232323,7.611842399580417,0,1,1,3,4,3,2,2,3
60,3,10,7,18,0,3,3,3,1,7.069023426578259,7.591861714889934,0,2,1,3,4,3,2,2,3
20,4,18,6,0,0,3,1,3,1,7.140453043101158,7.140453043101158,0,2,0,1,4,3,2,2,4
120,3,21,7,1,0,3,1,4,1,7.1808311990445555,7.1808311990445555,1,2,1,4,4,2,2,2,3
20,3,18,8,0,0,3,1,4,1,7.291656209174461,7.291656209174461,0,2,1,4,4,3,3,2,4
120,3,10,6,15,0,3,1,3,1,7.362010551259734,7.362010551259734,1,2,0,1,4,2,2,2,3
160,4,18,7,0,0,3,1,4,1,6.437751649736401,7.1308988302963465,0,2,0,1,2,2,2,2,4
50,3,8,6,25,0,2,1,2,1,6.98933526597456,7.458186157340487,0,2,1,4,4,2,2,2,3
20,3,8,4,35,0,2,1,2,1,6.754604099487962,6.754604099487962,0,1,0,1,0,0,0,2,3
20,3,6,5,43,0,2,1,2,1,6.802394763324311,6.802394763324311,0,1,0,1,2,1,1,2,3
70,3,3,6,4,0,2,1,4,1,6.548219102762372,7.241366283322318,0,1,0,1,2,1,1,2,3
60,3,14,8,0,0,3,3,4,1,6.983789965258135,7.5595594960077,0,2,1,4,4,2,2,2,4
190,3,7,5,8,0,2,1,4,0,6.841615476477592,7.447751280047908,1,0,0,1,0,0,0,0,3
50,3,5,5,1,0,2,1,3,1,7.045776576879511,7.447751280047908,0,1,1,4,4,1,1,2,3
60,3,12,7,12,0,2,1,1,1,7.291656209174461,7.724446645633537,1,2,1,3,4,3,2,2,3
20,3,8,6,56,2,2,1,2,1,7.404887575616125,7.404887575616125,1,1,2,4,4,3,2,2,3
80,3,9,6,22,0,2,3,2,1,6.910750787961936,6.910750787961936,1,1,0,1,2,1,2,2,3
50,1,0,5,57,0,2,1,2,1,6.813444599510896,7.351158226430694,0,1,0,1,4,1,1,2,3
60,4,18,7,9,2,3,1,4,1,6.882437470997847,7.575584651557793,0,2,1,3,2,2,2,2,3
60,3,12,6,39,1,2,1,3,1,6.947937068614969,7.463363045520021,0,1,1,4,4,1,2,2,3
20,3,16,6,5,0,2,1,4,1,7.049254841255837,7.049254841255837,0,2,1,4,4,1,1,2,2
190,3,16,5,53,2,2,2,2,1,7.197435354096591,7.197435354096591,1,1,2,4,4,1,1,2,3
60,3,14,8,8,0,3,1,4,1,7.098375638590786,7.804659297056102,0,2,1,3,5,3,2,2,3
20,3,14,7,4,0,3,1,4,1,7.340186835320115,7.340186835320115,0,2,1,3,4,2,3,2,3
20,3,14,5,34,0,2,1,2,1,6.795705775173514,6.795705775173514,1,1,0,1,4,1,2,2,0
75,1,4,7,6,0,2,1,4,1,7.423568444259167,8.158516244806831,0,2,1,5,4,1,3,2,3
20,3,14,8,2,0,3,1,4,1,7.600902459542082,7.600902459542082,1,2,0,1,4,3,3,2,3
60,3,10,7,16,0,3,1,3,1,7.022868086082641,7.715569534520208,1,2,1,3,4,2,3,2,3
50,1,0,6,58,0,2,1,2,1,6.942156705699469,7.2485040723706105,0,0,0,1,0,0,0,0,3
30,3,5,4,59,0,2,1,4,1,6.7580945044277305,6.7580945044277305,0,1,0,1,2,1,2,2,3
20,3,21,9,2,0,4,4,4,1,7.572502985020384,7.572502985020384,1,3,3,5,4,3,3,2,3
60,3,13,6,12,0,3,1,3,1,6.546785410760524,7.313886831633462,0,2,1,3,4,3,2,2,3
20,3,8,6,7,0,2,1,4,1,6.879355804460439,6.879355804460439,1,1,1,4,2,1,1,2,3
190,1,4,5,56,0,3,2,2,1,6.675823221634848,7.0192966537150445,1,1,1,4,2,1,2,2,3
20,3,19,7,44,2,3,4,2,1,7.618742377670413,7.618742377670413,2,1,2,4,4,2,2,2,3
70,1,4,7,16,0,2,1,4,1,6.723832440821209,7.403061091090091,0,3,1,4,2,1,2,2,3
60,3,13,7,4,0,3,1,4,1,6.573680166960646,7.266827347520591,1,2,1,4,4,3,2,2,3
60,3,12,7,29,0,3,1,2,1,7.050122520269059,7.763446388727362,1,3,1,3,4,2,2,2,3
60,4,18,8,1,0,3,3,4,1,6.992096427415888,7.580189417944541,0,2,1,4,4,2,3,2,3
60,3,22,7,16,0,3,4,4,1,7.22402480828583,7.880804344674901,1,2,1,3,4,2,3,2,3
80,3,12,7,29,0,3,3,2,1,7.294377299288821,7.294377299288821,1,1,2,3,4,1,2,2,3
60,3,21,9,0,0,4,3,4,1,7.130098510125578,7.86172707782398,0,2,0,1,4,2,3,2,4
60,3,21,8,3,0,4,3,4,1,7.035268599281097,7.811163385025279,1,2,1,4,5,3,3,2,3
60,3,10,7,20,0,2,4,4,1,7.347943823148687,7.912056888179006,1,2,1,3,4,3,2,2,3
20,1,4,3,1,0,2,1,4,1,7.0587581525186645,7.0587581525186645,1,1,0,1,4,1,1,2,3
80,3,8,7,3,1,3,1,4,1,7.5485559791698735,7.999007213243955,0,2,1,4,5,3,2,2,3
45,1,0,5,57,0,2,3,0,0,6.688354713946762,6.688354713946762,0,1,0,1,2,1,2,2,3
120,3,11,8,15,0,3,4,4,1,7.449498005382849,7.449498005382849,2,2,2,4,4,3,2,2,3
20,3,8,6,46,2,2,1,2,1,7.232010331664759,7.232010331664759,0,1,0,1,4,2,1,2,3
75,3,3,6,15,0,2,1,3,0,7.275864600546533,7.665753431861699,0,2,0,1,2,1,2,2,3
70,1,0,5,59,0,2,2,2,0,6.39024066706535,7.083387847625295,0,1,0,1,2,1,1,0,3
90,3,8,5,43,0,2,1,2,1,7.454719949364001,7.454719949364001,0,1,0,1,2,1,1,2,3
20,3,8,5,15,0,2,1,1,1,6.962243464266207,6.962243464266207,1,1,0,1,4,2,1,2,3
20,3,21,8,5,0,3,1,4,1,7.395721608602045,7.395721608602045,1,2,1,4,4,2,3,2,3
120,1,21,7,4,0,3,3,4,1,7.213768308118642,7.213768308118642,1,2,1,4,4,2,2,2,3
60,3,13,6,10,0,3,4,3,1,6.849066282633458,7.401231264413015,1,1,2,3,4,3,2,2,3
190,3,19,5,43,0,2,4,4,1,7.389563953677635,7.487733761436444,2,1,2,4,4,3,2,2,3
20,3,20,9,1,2,4,4,4,1,7.561121589530238,7.561121589530238,1,2,1,4,4,3,3,2,3
20,3,14,7,5,0,3,3,4,1,7.336936913707618,7.336936913707618,1,2,0,1,4,2,2,2,3
20,3,12,7,8,0,3,2,4,1,7.390798521735676,7.390798521735676,1,2,0,1,4,2,2,2,3
20,3,8,6,11,2,2,1,2,1,7.102499355774649,7.102499355774649,0,1,0,1,4,1,1,2,3
60,3,19,8,8,0,3,1,4,1,6.900730664045173,7.553810852008231,0,2,0,1,4,3,2,2,3
20,2,10,4,59,0,2,1,3,1,6.734591659972948,6.734591659972948,0,1,0,1,1,1,1,0,3
90,3,8,3,56,0,0,0,1,0,6.946975992135418,6.946975992135418,0,1,0,1,2,1,2,2,3
120,3,21,9,3,2,4,1,4,1,7.428927194802272,7.428927194802272,0,3,1,5,4,2,2,2,3
160,1,1,5,34,0,3,1,2,1,6.284134161070802,7.013915474810528,0,1,0,1,4,1,1,2,3
50,3,3,6,56,0,2,1,3,1,6.879355804460439,7.3632795869630385,0,0,1,4,2,1,1,2,3
20,3,8,6,9,2,2,2,2,1,6.86484777797086,6.86484777797086,0,1,0,1,4,2,1,2,3
20,3,8,6,49,0,2,1,4,1,7.298445101508147,7.298445101508147,1,1,2,4,4,1,2,2,3
160,3,21,7,4,0,3,1,4,1,6.638567789166521,7.3938782901077555,1,2,0,1,5,2,2,2,3
60,3,21,9,0,2,4,1,4,1,7.521859252201629,7.911324018963353,1,3,2,5,4,3,3,2,4
120,3,21,9,0,2,4,1,4,1,7.533158807455563,7.533158807455563,0,3,1,4,4,2,2,2,4
120,3,17,7,20,0,3,4,3,1,7.2813856635702825,7.2813856635702825,1,2,1,3,4,2,2,2,0
50,3,5,5,58,0,2,2,2,0,6.423246963533519,7.01301578963963,0,1,0,1,2,1,1,2,3
30,1,4,6,7,0,2,1,3,1,6.579251212010101,6.579251212010101,0,1,0,1,2,1,2,2,3
50,3,7,6,6,0,2,1,4,1,7.083387847625295,7.374629015218945,0,1,2,4,4,1,1,2,3
20,3,14,6,12,0,3,1,4,1,7.090076835776092,7.090076835776092,1,2,0,1,4,2,2,2,3
20,3,13,6,17,0,3,1,3,1,7.062191632286556,7.062191632286556,1,2,0,1,4,2,2,2,3
120,1,1,5,31,0,3,1,2,1,7.040536390215956,7.040536390215956,1,1,1,0,4,3,2,2,3
80,3,17,5,48,2,2,3,4,1,7.20934025660291,7.20934025660291,0,2,0,1,5,1,1,2,0
60,3,22,8,8,0,3,3,4,1,6.990256500493881,7.562161631225652,1,2,1,3,4,2,2,2,3
85,3,9,6,29,0,3,3,4,1,6.815639990074331,6.815639990074331,1,1,1,3,4,2,2,2,3
50,3,3,5,26,0,2,1,3,1,6.895682697747868,7.316548177182976,1,1,0,1,2,1,1,0,3
85,3,5,7,6,0,0,0,4,1,6.20455776256869,7.561121589530238,0,2,1,5,5,2,2,2,3
160,1,2,6,2,0,2,1,3,1,6.180016653652572,6.894670039433482,0,2,0,1,2,1,1,2,3
60,3,12,6,30,0,3,2,2,1,6.672032945461067,7.3613754289773485,1,1,1,3,4,3,2,2,3
70,1,0,5,12,2,2,1,3,1,6.51025834052315,7.203405521083095,0,1,0,1,2,1,1,2,3
20,3,8,6,46,0,3,1,3,1,7.2399325913204695,7.2399325913204695,1,1,2,4,4,2,2,2,3
80,3,8,6,46,0,3,4,3,1,7.266128779556451,7.266128779556451,0,1,1,4,3,2,1,2,3
20,3,8,5,56,0,2,1,3,1,7.145196134997171,7.145196134997171,0,1,1,4,4,3,1,2,3
20,3,8,5,4,0,2,1,4,1,7.160069207596127,7.160069207596127,1,2,1,4,2,3,2,2,3
60,3,13,6,6,0,3,1,4,1,6.859614903654202,7.416979621381154,0,1,1,3,4,2,2,2,3
50,3,17,4,49,0,0,0,2,1,7.02108396428914,7.370230641807081,0,1,1,4,2,3,2,0,3
120,3,10,6,26,0,3,1,2,1,6.62273632394984,6.62273632394984,1,1,0,1,4,1,1,2,3
20,3,8,5,56,0,2,1,2,1,7.1846291527173145,7.1846291527173145,1,1,0,1,4,1,1,2,3
60,3,14,7,3,0,3,1,4,1,6.741700694652055,7.564238475170491,0,2,1,4,5,3,2,2,3
30,3,5,1,59,0,1,4,3,0,6.806829360392176,6.806829360392176,1,0,0,1,0,0,0,2,3
85,3,14,5,10,0,3,3,4,1,6.81783057145415,6.81783057145415,0,1,0,1,2,1,2,2,3
60,4,18,8,2,0,3,1,4,1,7.365180126021013,7.81035268372429,0,2,1,4,4,2,2,2,3
20,3,20,9,0,2,4,3,4,1,7.526178913346146,7.526178913346146,1,3,1,5,4,3,3,2,4
60,3,13,6,9,0,3,1,4,1,6.914730892718563,7.495541943884256,0,1,1,3,4,3,2,2,3
50,3,7,5,60,0,2,1,2,1,6.933423025730715,7.43307534889858,0,2,1,4,2,1,1,2,3
20,4,18,7,0,0,3,1,4,1,7.170888478512505,7.170888478512505,1,2,1,4,4,2,2,2,4
60,3,14,7,1,0,3,3,4,1,6.844815479208263,7.493873886783559,0,2,0,1,4,2,2,2,3
45,2,10,6,59,0,1,1,2,0,6.664409020350408,6.664409020350408,0,1,0,1,2,1,2,0,3
60,3,17,6,15,0,3,3,4,1,6.983789965258135,7.577121930876679,1,2,2,2,4,3,2,2,3
120,3,15,8,5,0,3,1,4,1,7.1459844677143876,7.1459844677143876,0,2,1,3,4,3,2,2,3
50,3,5,5,10,1,2,1,2,1,6.489204931325317,7.076653815443951,0,1,0,1,0,0,0,0,1
80,3,5,6,33,2,2,3,4,1,7.025538314638521,7.025538314638521,1,1,1,2,2,1,1,2,0
20,3,14,7,8,0,3,1,4,1,7.2991214627108,7.2991214627108,0,2,0,1,4,2,2,2,3
60,3,21,10,0,0,4,3,4,1,7.462789157412448,7.754481547470383,1,3,1,5,5,3,3,2,4
50,3,5,5,58,0,2,1,4,1,6.8679744089702925,7.220373836723949,1,1,0,1,2,1,1,2,3
60,3,9,6,7,0,4,1,4,1,6.6895992691789665,7.581209826196346,1,2,1,3,5,3,2,2,3
20,3,8,5,48,0,0,0,2,1,6.782192056006791,6.782192056006791,0,1,0,1,4,2,1,2,3
30,3,3,4,56,0,2,1,2,1,6.669498089857879,6.669498089857879,0,1,2,3,0,0,0,2,0
50,3,4,5,57,0,2,1,3,1,6.5998704992128365,6.9411900550683745,0,1,0,1,2,1,1,2,3
20,3,5,5,54,0,2,3,2,1,7.042286171939743,7.042286171939743,1,1,0,1,4,1,1,2,3
20,3,14,5,37,2,2,3,2,1,6.795705775173514,6.795705775173514,0,1,0,1,2,2,2,2,3
60,3,8,5,45,0,2,1,2,1,6.775366090936392,7.502186486602924,0,1,1,3,4,2,1,2,3
30,1,0,5,57,0,1,1,3,1,6.981934677156389,6.981934677156389,0,1,0,1,2,1,1,0,0
60,4,18,7,2,0,3,1,4,1,7.013915474810528,7.346010209913293,1,2,0,1,4,3,2,2,3
120,3,11,8,12,0,3,1,4,1,7.160845906664299,7.160845906664299,1,3,2,4,4,3,2,2,3
20,3,14,7,1,0,3,3,4,1,7.177782416195197,7.177782416195197,0,2,1,4,4,3,2,2,4
30,3,6,5,11,0,2,1,4,1,6.51025834052315,6.51025834052315,0,1,0,1,2,1,1,0,3
60,3,22,8,8,2,3,1,3,1,7.060476365999801,7.724446645633537,0,2,1,3,5,3,2,2,0
60,3,13,6,11,0,3,1,3,1,6.692083742506628,7.360103972989152,0,1,1,3,5,3,2,2,3
20,3,6,4,16,0,2,1,4,1,7.3901814282264295,7.3901814282264295,1,1,1,3,4,1,2,2,3
50,3,7,6,58,0,2,1,4,1,7.061334366910438,7.40184157874383,0,1,0,1,2,1,1,2,3
70,3,16,6,32,0,3,1,4,1,6.733401891837359,7.426549072397305,0,1,0,1,4,1,1,2,3
60,3,21,7,1,0,4,1,4,1,6.976348070447749,7.683403681053826,0,2,1,4,4,2,3,2,4
60,4,18,8,0,0,4,1,4,1,6.956545443151569,7.639161171659173,1,3,1,4,4,3,3,2,4
20,3,5,5,51,0,2,1,2,1,7.151485463904735,7.151485463904735,0,1,0,1,4,1,1,2,0
190,3,13,5,51,2,2,2,2,0,6.962243464266207,6.962243464266207,1,1,0,1,4,3,2,2,3
20,4,18,7,1,0,4,3,4,1,7.298445101508147,7.298445101508147,1,2,1,4,4,3,2,2,4
30,1,4,5,60,0,2,1,3,1,6.93537044601511,6.93537044601511,0,1,1,4,2,1,2,2,3
60,3,10,7,15,0,3,1,4,1,6.984716320118266,7.64826303090192,0,2,1,3,4,1,3,2,3
20,3,13,7,0,0,3,3,4,1,7.200424892944957,7.200424892944957,0,2,0,1,4,3,2,2,4
60,3,6,6,28,2,2,1,2,1,6.51025834052315,7.24422751560335,0,1,1,3,4,3,2,2,3
70,3,16,6,57,2,3,1,2,0,7.222566018822171,7.8724551500639794,1,1,1,4,2,1,3,0,3
50,3,5,5,57,0,2,1,1,0,6.628041376179533,7.033506484287697,1,1,0,1,2,1,1,1,1
20,3,8,5,42,0,2,1,4,1,6.962243464266207,6.962243464266207,1,1,1,2,4,1,1,2,3
90,1,9,7,10,0,3,4,4,1,7.203405521083095,7.203405521083095,2,1,0,1,4,3,4,2,1
20,3,12,6,9,0,3,1,3,1,7.379008127628304,7.379008127628304,0,2,1,3,4,3,2,2,3
20,3,9,5,54,2,2,1,4,1,6.895682697747868,6.895682697747868,0,1,0,1,4,2,2,0,3
60,3,22,8,10,0,3,1,3,1,7.293017679772782,7.874739125171811,1,2,1,3,4,3,3,2,3
20,3,8,6,52,0,3,1,3,1,7.086737934510577,7.086737934510577,1,1,1,4,4,2,1,2,3
60,1,4,7,17,0,2,1,3,1,6.561030665896573,7.236339342754344,0,1,2,4,2,1,1,1,3
80,3,10,7,20,0,3,4,3,1,7.404887575616125,7.404887575616125,1,2,1,3,4,3,2,2,3
20,3,8,4,51,2,2,1,4,1,6.810142450115136,6.810142450115136,0,1,0,1,2,1,1,2,3
20,3,14,7,0,0,3,1,4,1,7.0967213784947605,7.0967213784947605,1,2,0,1,4,2,2,2,4
20,3,19,6,21,0,3,2,2,1,7.252762418053187,7.252762418053187,1,2,1,3,4,1,2,2,3
160,1,2,6,37,0,2,1,2,1,6.180016653652572,6.894670039433482,0,1,0,1,2,1,1,2,0
50,1,4,6,10,0,2,1,3,1,6.992096427415888,7.088408778675395,0,1,0,1,0,0,0,0,0
160,1,2,5,36,0,2,1,4,1,6.639875833826536,7.21890970761906,1,1,0,1,2,1,2,2,3
60,3,13,6,10,0,3,1,4,1,6.8308742346461795,7.38025578842646,0,1,1,3,4,3,2,2,3
180,1,1,4,36,0,3,3,3,1,6.4457198193855785,6.4457198193855785,1,1,0,1,0,0,0,2,3
60,3,14,7,13,0,3,3,4,1,6.717804695023691,7.415175109613295,1,2,1,3,4,2,2,2,3
50,1,4,6,56,0,1,1,2,1,6.598509028614515,7.0192966537150445,0,1,0,1,2,1,2,2,3
45,1,3,6,5,0,2,1,3,1,6.806829360392176,6.806829360392176,0,1,0,1,2,1,1,2,3
30,3,16,5,5,0,2,1,2,0,6.542471960506805,6.542471960506805,0,2,1,4,2,1,1,1,3
50,3,5,6,9,0,2,2,3,1,6.52795791762255,7.086737934510577,0,2,0,1,2,1,2,2,3
20,3,21,10,1,2,4,4,4,1,7.784057002639929,7.784057002639929,1,3,2,4,4,3,3,2,3
90,3,5,4,53,0,2,1,2,0,7.272398392570047,7.272398392570047,0,0,0,1,0,0,0,2,3
50,1,3,5,16,0,2,1,2,1,7.028201432058005,7.360739903058278,0,1,1,4,2,1,2,1,3
120,3,15,7,0,0,4,3,4,1,7.1372784372603855,7.1372784372603855,0,2,1,4,4,3,3,2,4
60,3,14,7,13,0,3,1,4,1,6.838405200847344,7.553810852008231,1,2,1,3,4,1,2,2,3
20,3,5,6,53,2,2,1,1,1,7.4318919168078,7.4318919168078,0,1,1,4,4,1,2,2,3
20,3,8,6,8,0,2,1,4,1,7.543273346705446,7.543273346705446,0,2,1,4,4,3,2,2,3
60,3,13,7,7,0,3,1,3,1,6.862757913051401,7.542213463193403,0,2,1,3,4,3,2,2,3
50,1,0,6,56,0,2,1,2,1,6.659293919683638,7.226936018493289,0,1,1,4,2,1,1,0,3
50,1,4,3,5,0,2,1,4,1,6.520621127558696,7.075808863978387,0,1,0,1,2,1,1,2,3
30,1,4,6,1,2,2,1,4,1,6.70073110954781,6.70073110954781,0,2,0,1,2,1,1,0,3
20,3,17,7,31,0,3,4,2,1,7.334981878871814,7.334981878871814,1,2,2,3,4,1,2,2,3
60,3,19,6,10,2,4,1,4,1,6.78897174299217,7.470793774195062,1,1,0,1,4,3,2,2,3
60,4,18,8,1,0,3,1,4,1,6.666956792429207,7.371489295214277,0,2,0,1,4,2,2,2,3
90,3,9,5,30,0,2,1,2,1,7.454719949364001,7.454719949364001,2,1,0,1,2,1,2,2,2
20,3,12,7,34,2,2,1,1,1,7.124478262493424,7.124478262493424,0,1,1,3,4,1,2,2,3
70,1,4,5,58,0,2,1,1,0,6.436150368369428,7.203405521083095,0,1,0,1,2,1,3,2,0
20,3,17,4,14,1,3,4,4,1,7.416378479192928,7.416378479192928,1,2,2,4,4,3,2,2,3
70,1,4,8,12,2,2,1,1,1,6.725033642166843,7.418180822726788,0,2,1,4,2,1,1,2,3
50,3,3,5,59,0,2,1,2,1,6.88653164253051,7.0925737159746784,1,2,1,3,2,1,1,2,3
60,4,18,8,0,0,3,1,4,1,6.723832440821209,7.5678626054638825,1,1,0,1,5,3,2,2,4
70,3,7,7,2,0,3,1,4,1,6.354370040797351,7.034387929915503,1,2,0,1,2,2,2,2,3
20,3,6,5,44,0,2,1,3,1,6.761572768804055,6.761572768804055,0,1,1,0,2,1,1,2,3
70,3,16,6,13,2,2,1,1,1,6.744059186311348,7.414572881350589,0,1,1,4,2,1,1,2,3
20,3,14,5,31,0,3,1,2,1,6.946975992135418,6.946975992135418,0,1,0,1,0,0,0,2,3
120,1,15,7,2,2,3,1,4,1,7.254177846456518,7.254177846456518,0,2,1,3,4,3,2,2,3
20,3,8,7,37,1,2,4,2,1,7.152268856032539,7.152268856032539,1,1,1,0,4,1,2,2,3
70,3,8,5,12,0,2,1,4,1,6.78897174299217,7.404887575616125,0,2,2,4,4,1,1,2,3
20,3,21,8,1,0,3,1,4,1,7.3987862754199485,7.3987862754199485,0,2,1,4,4,2,3,2,3
60,3,10,6,15,0,3,1,4,1,6.723832440821209,7.444248649496705,0,2,0,1,4,2,2,2,3
120,3,20,8,25,0,3,3,2,1,7.31455283232408,7.31455283232408,1,2,0,1,4,2,2,2,3
60,3,12,7,30,1,3,1,2,1,7.057036981697891,7.585281078639126,0,1,1,4,4,2,2,2,3
180,1,5,6,3,0,3,4,4,1,6.977281341630747,6.977281341630747,1,1,0,1,3,2,2,2,3
20,3,21,8,0,0,4,4,4,1,7.588829878307813,7.588829878307813,1,2,1,5,4,2,3,2,4
120,3,20,8,7,0,3,3,4,1,7.409741954080923,7.409741954080923,1,3,0,1,4,2,2,2,3
20,3,6,5,44,2,2,1,2,1,6.877296071497429,6.877296071497429,1,1,0,1,2,1,2,2,3
20,3,14,6,10,0,3,4,4,1,7.30854279753919,7.30854279753919,1,2,1,3,4,3,2,2,3
60,3,21,9,1,2,3,3,4,1,7.634820677745543,7.879669914604289,0,3,1,4,5,3,3,2,3
20,3,14,8,1,2,4,4,4,1,7.4489161025442,7.4489161025442,1,2,1,4,4,2,3,2,3
30,1,4,4,7,2,1,1,2,1,7.030857476116121,7.030857476116121,0,1,0,1,2,1,2,2,1
20,3,21,9,1,2,4,4,4,1,7.52294091807237,7.52294091807237,1,2,1,4,4,3,3,2,3
20,3,21,9,2,2,4,4,4,1,7.491087593534876,7.491087593534876,1,3,1,4,4,3,3,2,3
70,1,4,7,4,0,2,1,4,1,6.82001636467413,7.509883061154913,1,3,1,4,4,1,1,2,3
120,1,9,6,8,2,4,1,4,1,7.103322062526113,7.103322062526113,1,1,0,1,4,1,2,2,3
20,3,6,5,6,0,2,1,3,1,6.906754778648554,6.906754778648554,1,2,0,1,2,1,1,2,3
20,3,8,5,2,0,2,1,3,1,7.014814351275545,7.014814351275545,0,2,1,4,4,1,1,2,3
20,3,8,5,42,2,2,1,2,1,6.9782137426306985,6.9782137426306985,1,1,0,1,4,2,2,2,3
20,3,12,5,36,0,3,3,3,1,7.302496423727326,7.302496423727326,0,1,1,3,4,1,2,2,3
190,3,4,5,36,0,2,1,2,0,7.476472381163905,7.789040401657477,0,1,1,4,4,1,2,0,3
180,1,1,4,7,0,3,3,2,1,6.4457198193855785,6.4457198193855785,1,2,0,1,4,1,1,2,3
160,1,1,5,32,0,3,2,2,1,6.423246963533519,7.1731917424865985,0,1,1,4,5,3,1,2,3
50,3,8,6,56,0,2,1,2,1,6.86484777797086,7.363913501405819,1,0,2,3,4,1,1,2,3
60,3,13,6,0,0,3,1,3,1,6.590301048196686,7.283448228756631,0,1,0,1,4,2,2,2,4
20,3,8,5,48,0,2,1,2,1,7.1459844677143876,7.1459844677143876,0,1,1,2,2,1,1,2,3
30,1,4,5,13,0,1,1,3,1,6.786716950605081,6.786716950605081,0,1,0,1,4,1,1,2,3
30,0,0,4,59,0,2,1,2,0,6.579251212010101,6.579251212010101,0,1,0,1,0,0,0,0,0
20,3,22,8,14,2,3,1,4,1,8.07961802938984,8.07961802938984,1,2,1,4,4,2,2,2,3
50,3,3,7,58,0,2,1,4,1,7.0326242610280065,7.506591780070841,1,1,0,1,2,1,1,0,3
20,3,6,5,5,2,2,1,4,1,6.80128303447162,6.80128303447162,0,2,0,1,4,3,1,2,3
20,3,8,5,22,0,2,1,1,1,6.815639990074331,6.815639990074331,0,1,0,1,4,3,1,2,3
160,1,2,6,34,0,2,1,2,1,6.51025834052315,7.1049654482698426,0,1,0,1,2,1,1,2,3
60,4,18,7,3,0,3,1,3,1,6.763884908562435,7.477604243197589,0,2,0,1,4,2,2,2,3
20,3,5,5,42,2,2,1,4,1,7.101675971619444,7.101675971619444,1,1,0,1,2,1,2,2,3
20,3,16,7,13,0,2,1,2,1,7.496097345175956,7.496097345175956,1,1,2,3,4,3,2,2,3
160,3,11,6,35,0,2,1,2,1,6.75110146893676,7.186901020411631,0,1,1,2,4,1,2,2,3
90,1,4,5,57,2,2,1,3,1,6.866933284461882,7.580699752224563,0,1,0,1,2,1,2,0,3
60,3,10,8,12,0,3,1,4,1,6.970730078143525,7.555381944240273,0,2,1,3,4,2,2,2,3
20,4,18,6,0,0,3,1,4,1,7.1049654482698426,7.1049654482698426,0,2,0,1,4,3,2,2,4
